original_taxon,clean_species,relative_abundance,sample_id,source,category,macrocategory,country
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__GGB71120|s__GGB71120_SGB96842|t__SGB96842,ggb71120_sgb96842,0.01436,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_psychraerophilum|t__SGB17227,bifidobacterium_psychraerophilum,6.1379,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99394|t__SGB99394,acetobacter_sgb99394,0.08798,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae|t__SGB5610,oenococcus_kitaharae,1.10056,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99392|t__SGB99392,acetobacter_sgb99392,3.31274,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti|t__SGB1171,acetobacter_aceti,0.16087,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__GGB71631|s__GGB71631_SGB98380|t__SGB98380,ggb71631_sgb98380,0.3197,WK018-1-L-08h-02D6_S93,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,2.73012,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187,acetobacter_orientalis,0.81909,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408,leuconostoc_pseudomesenteroides,25.15618,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.1511,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153,komagataeibacter_saccharivorans,1.40622,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_hansenii|t__SGB1175,novacetimonas_hansenii,0.03576,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_falkenbergense|t__SGB7124,leuconostoc_falkenbergense,0.01436,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,2.6832,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632,bifidobacterium_crudilactis,0.00557,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_hilgardii|t__SGB7216,lentilactobacillus_hilgardii,1.67277,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19526,zymomonas_mobilis,1.123,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_ghanensis|t__SGB7064,liquorilactobacillus_ghanensis,0.0749,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19527,zymomonas_mobilis,33.36244,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_okinawensis|t__SGB1191,acetobacter_okinawensis,0.86903,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_membranifaciens_group_1|t__EUK4926_1,pichia_membranifaciens_group_1,0.02498,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_membranifaciens_group_2|t__EUK4926_2,pichia_membranifaciens_group_2,0.01747,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB24156,komagataeibacter_xylinus,0.1226,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_potus|t__SGB1166,gluconobacter_potus,0.01842,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_dulcium|t__SGB69211,gluconacetobacter_dulcium,0.5142,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_UCMA15818|t__SGB69410,lactobacillus_sp_ucma15818,0.3795,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_aquikefiri|t__SGB17230,bifidobacterium_aquikefiri,0.2615,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_satsumensis|t__SGB7070,liquorilactobacillus_satsumensis,11.22489,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__GGB71120|s__GGB71120_SGB96842|t__SGB96842,ggb71120_sgb96842,0.00905,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_psychraerophilum|t__SGB17227,bifidobacterium_psychraerophilum,6.28102,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99394|t__SGB99394,acetobacter_sgb99394,0.07426,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae|t__SGB5610,oenococcus_kitaharae,1.70507,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99392|t__SGB99392,acetobacter_sgb99392,8.8594,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_aceti|t__SGB1171,acetobacter_aceti,0.0337,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__GGB71631|s__GGB71631_SGB98380|t__SGB98380,ggb71631_sgb98380,0.37021,WK018-1-L-48h-02D7_S94,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,0.15554,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187,acetobacter_orientalis,0.04894,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408,leuconostoc_pseudomesenteroides,7.68368,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_nagelii|t__SGB7063,liquorilactobacillus_nagelii,0.00836,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.25527,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153,komagataeibacter_saccharivorans,0.05691,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,1.59695,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632,bifidobacterium_crudilactis,0.00363,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_hilgardii|t__SGB7216,lentilactobacillus_hilgardii,3.74005,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19526,zymomonas_mobilis,2.4024,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_ghanensis|t__SGB7064,liquorilactobacillus_ghanensis,0.19367,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19527,zymomonas_mobilis,69.42563,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_okinawensis|t__SGB1191,acetobacter_okinawensis,0.06281,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_UCMA15818|t__SGB69410,lactobacillus_sp_ucma15818,0.38522,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_aquikefiri|t__SGB17230,bifidobacterium_aquikefiri,0.49217,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_satsumensis|t__SGB7070,liquorilactobacillus_satsumensis,7.32051,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__GGB71120|s__GGB71120_SGB96842|t__SGB96842,ggb71120_sgb96842,0.00414,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_psychraerophilum|t__SGB17227,bifidobacterium_psychraerophilum,4.78748,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae|t__SGB5610,oenococcus_kitaharae,0.73869,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99392|t__SGB99392,acetobacter_sgb99392,0.05736,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__GGB71631|s__GGB71631_SGB98380|t__SGB98380,ggb71631_sgb98380,0.58058,WK018-2-G-48h-01E3_S18,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,0.09499,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187,acetobacter_orientalis,0.13544,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408,leuconostoc_pseudomesenteroides,30.44135,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.62032,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153,komagataeibacter_saccharivorans,0.02668,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Novacetimonas|s__Novacetimonas_hansenii|t__SGB1175,novacetimonas_hansenii,0.0322,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,2.87212,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632,bifidobacterium_crudilactis,0.01046,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_hilgardii|t__SGB7216,lentilactobacillus_hilgardii,2.10757,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19526,zymomonas_mobilis,1.48216,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_ghanensis|t__SGB7064,liquorilactobacillus_ghanensis,0.12007,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19527,zymomonas_mobilis,42.08748,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_okinawensis|t__SGB1191,acetobacter_okinawensis,0.04177,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB24156,komagataeibacter_xylinus,0.06907,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_dulcium|t__SGB69211,gluconacetobacter_dulcium,0.00209,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_UCMA15818|t__SGB69410,lactobacillus_sp_ucma15818,0.6237,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_aquikefiri|t__SGB17230,bifidobacterium_aquikefiri,0.48418,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_satsumensis|t__SGB7070,liquorilactobacillus_satsumensis,9.68802,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__GGB71120|s__GGB71120_SGB96842|t__SGB96842,ggb71120_sgb96842,0.00666,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_psychraerophilum|t__SGB17227,bifidobacterium_psychraerophilum,6.85386,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_kitaharae|t__SGB5610,oenococcus_kitaharae,1.24104,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_SGB99392|t__SGB99392,acetobacter_sgb99392,0.41303,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__GGB71631|s__GGB71631_SGB98380|t__SGB98380,ggb71631_sgb98380,0.54575,WK018-2-L-08h-02D8_S95,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_fabarum|t__SGB1190,acetobacter_fabarum,2.87581,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_orientalis|t__SGB1187,acetobacter_orientalis,0.51186,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides|t__SGB69408,leuconostoc_pseudomesenteroides,22.05541,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932,saccharomyces_cerevisiae,0.50689,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153,komagataeibacter_saccharivorans,0.58019,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,2.73212,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632,bifidobacterium_crudilactis,0.00491,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_hilgardii|t__SGB7216,lentilactobacillus_hilgardii,1.7756,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19526,zymomonas_mobilis,1.26082,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Liquorilactobacillus|s__Liquorilactobacillus_ghanensis|t__SGB7064,liquorilactobacillus_ghanensis,0.17397,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19527,zymomonas_mobilis,47.22047,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_okinawensis|t__SGB1191,acetobacter_okinawensis,1.16927,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_membranifaciens_group_1|t__EUK4926_1,pichia_membranifaciens_group_1,0.01434,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_membranifaciens_group_2|t__EUK4926_2,pichia_membranifaciens_group_2,0.00259,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB24156,komagataeibacter_xylinus,0.06718,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_dulcium|t__SGB69211,gluconacetobacter_dulcium,0.18741,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_sp_UCMA15818|t__SGB69410,lactobacillus_sp_ucma15818,0.40433,WK018-2-L-48h-02D9_S96,cfmd_food,fermented_beverages,food,GBR
