original_taxon,clean_species,relative_abundance,sample_id,source,category,macrocategory,country
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_fluvialis|t__SGB7918,vagococcus_fluvialis,0.00108,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_casei|t__SGB16940,agrococcus_casei,0.00355,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_carniphilus|t__SGB29898,vagococcus_carniphilus,0.00032,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis|t__SGB8228,streptococcus_parauberis,0.05932,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632,bifidobacterium_crudilactis,0.16729,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_mongoliense|t__SGB17228,bifidobacterium_mongoliense,0.13427,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__SGB15904,propionibacterium_freudenreichii,0.01065,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_simulans|t__SGB7832,staphylococcus_simulans,0.98652,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus|t__SGB7929,enterococcus_gilvus,0.06122,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_otakiensis|t__SGB7218,lentilactobacillus_otakiensis,0.00513,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_chromogenes|t__SGB7824,staphylococcus_chromogenes,0.08832,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_hilgardii|t__SGB7216,lentilactobacillus_hilgardii,0.00851,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_parabuchneri|t__SGB7217,lentilactobacillus_parabuchneri,0.00783,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_gallinarum|t__SGB7835,staphylococcus_gallinarum,0.00023,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__SGB7865,staphylococcus_epidermidis,0.17717,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068,escherichia_coli,1.3779,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus|t__SGB8018,streptococcus_gallolyticus,2.1451,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__SGB10115_group,klebsiella_pneumoniae,0.79042,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__SGB7970,enterococcus_hirae,3.37239,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis|t__SGB10119,klebsiella_michiganensis,0.00708,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_rhamnosus|t__SGB7144,lacticaseibacillus_rhamnosus,0.00294,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia|s__Providencia_stuartii|t__SGB10011,providencia_stuartii,0.37112,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_parafarraginis|t__SGB7214,lentilactobacillus_parafarraginis,0.04775,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica|t__SGB10124,raoultella_ornithinolytica,0.17174,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae|t__SGB10082,citrobacter_youngae,0.04672,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_chungangensis|t__SGB7990,lactococcus_chungangensis,0.0233,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__SGB8021,streptococcus_lutetiensis,0.00236,FFOOD_226,cfmd_food,dairy,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,0.2996,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_plantarum|t__SGB7202,lactiplantibacillus_plantarum,0.01005,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_durrellii|t__SGB94573,staphylococcus_durrellii,0.0546,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__SGB7126,leuconostoc_mesenteroides,0.04832,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,4.76931,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,brachybacterium_alimentarium,0.30495,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB205880,staphylococcus_xylosus,0.00183,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639,brevibacterium_aurantiacum,0.05552,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847_group,staphylococcus_xylosus,3.88677,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142,lacticaseibacillus_paracasei,0.0003,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Pseudoalteromonadaceae|g__Pseudoalteromonas|s__Pseudoalteromonas_nigrifaciens|t__SGB13904,pseudoalteromonas_nigrifaciens,0.01592,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1,debaryomyces_hansenii_group_1,0.17467,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10459,psychrobacter_immobilis,0.04865,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus_psychrotolerans|t__SGB7876,marinilactibacillus_psychrotolerans,0.00329,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10451,psychrobacter_immobilis,0.10496,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__SGB7962,enterococcus_faecalis,0.07214,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei|t__SGB17127,corynebacterium_casei,1.76323,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034,corynebacterium_variabile,0.64107,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_casei|t__SGB16940,agrococcus_casei,0.06447,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus|t__SGB7848,staphylococcus_saprophyticus,0.24373,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_SGB69238|t__SGB69238,rothia_sgb69238,0.00768,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes_aquatilis|t__SGB11986,alcaligenes_aquatilis,0.00634,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_vitulinus|t__SGB7820,mammaliicoccus_vitulinus,0.00939,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12106,pseudomonas_fragi,0.01649,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249,latilactobacillus_curvatus,24.24593,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_albensis|t__SGB10396,acinetobacter_albensis,0.04095,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_shinii|t__SGB7846,staphylococcus_shinii,0.02479,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_paraversuta|t__SGB12105,pseudomonas_paraversuta,0.00263,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__SGB7865,staphylococcus_epidermidis,0.00526,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068,escherichia_coli,0.00799,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus|t__SGB8018,streptococcus_gallolyticus,0.01202,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__SGB7970,enterococcus_hirae,0.18077,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248,latilactobacillus_sakei,49.17824,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129,leuconostoc_carnosum,12.93364,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_harbinensis|t__SGB31329,acinetobacter_harbinensis,0.14206,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_maritimus|t__SGB36487,psychrobacter_maritimus,0.0193,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrophila|t__SGB12110,pseudomonas_psychrophila,0.00144,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_taetrolens|t__SGB12103,pseudomonas_taetrolens,0.00565,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_cryohalolentis|t__SGB10467,psychrobacter_cryohalolentis,0.01046,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_sp_NAM3COL9|t__SGB7844,staphylococcus_sp_nam3col9,0.01365,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii|t__SGB10127,enterobacter_ludwigii,0.11445,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_7_1|t__SGB16941,leucobacter_sp_7_1,0.01627,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_marinum|t__SGB88049,brevibacterium_marinum,0.00246,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__GGB129573|s__GGB129573_SGB66234|t__SGB66234,ggb129573_sgb66234,0.06411,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_parapsilosis|t__EUK5480,candida_parapsilosis,0.00333,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__SGB8021,streptococcus_lutetiensis,0.07015,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_nalgiovense|t__EUK60175,penicillium_nalgiovense,0.15898,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_olei|t__SGB11645,sphingomonas_olei,0.11499,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_tegetincola|t__SGB28150,flavobacterium_tegetincola,0.01374,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_OV608|t__SGB16728,arthrobacter_sp_ov608,0.01349,FFOOD_227,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,0.02044,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__SGB7126,leuconostoc_mesenteroides,0.07468,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,0.27135,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,brachybacterium_alimentarium,0.05114,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639,brevibacterium_aurantiacum,0.04516,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847_group,staphylococcus_xylosus,0.12359,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1,debaryomyces_hansenii_group_1,0.22728,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei|t__SGB17127,corynebacterium_casei,0.20047,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034,corynebacterium_variabile,0.02679,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249,latilactobacillus_curvatus,0.37162,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_sakei|t__SGB7248,latilactobacillus_sakei,73.92671,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_carnosum|t__SGB7129,leuconostoc_carnosum,24.55889,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_nalgiovense|t__EUK60175,penicillium_nalgiovense,0.09505,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_olei|t__SGB11645,sphingomonas_olei,0.00683,FFOOD_228,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__SGB7985,lactococcus_lactis,0.13812,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides|t__SGB7126,leuconostoc_mesenteroides,0.72839,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_239c|t__SGB16641,brevibacterium_sp_239c,0.21869,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_equorum|t__SGB7843,staphylococcus_equorum,7.28456,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_alimentarium|t__SGB16653,brachybacterium_alimentarium,0.2347,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847_group,staphylococcus_xylosus,9.74659,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1,debaryomyces_hansenii_group_1,1.37264,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_FME5|t__SGB69383,psychrobacter_sp_fme5,0.00729,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10451,psychrobacter_immobilis,0.00285,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sandarakinum|t__SGB16640,brevibacterium_sandarakinum,0.02125,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei|t__SGB17127,corynebacterium_casei,0.07115,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus|t__SGB7848,staphylococcus_saprophyticus,0.15205,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB69237|t__SGB69237,corynebacterium_sgb69237,0.01133,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_vitulinus|t__SGB7820,mammaliicoccus_vitulinus,6.22354,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249,latilactobacillus_curvatus,4.19786,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_shinii|t__SGB7846,staphylococcus_shinii,0.59032,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcoides|s__Macrococcoides_caseolyticum|t__SGB7869,macrococcoides_caseolyticum,0.02295,FFOOD_229,cfmd_food,fermented_meat,food,ITA
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_sciuri|t__SGB7818,mammaliicoccus_sciuri,0.16655,FFOOD_229,cfmd_food,fermented_meat,food,ITA
