Model,Mean R2,Std R2,Mean RMSE,Mean MAE
Linear Regression,-0.33734214980577976,0.25633592062216415,0.4549329984455581,0.37423701863216136
Ridge Regression,-0.3319400244206266,0.25435382357988956,0.45399122003210757,0.37349947385560084
Random Forest Regressor,-0.5358402229207517,0.7290178654189592,0.4684605544661811,0.3880095805554494
XGBoost Regressor,-0.38418913541620414,1.005326292987246,0.4331452561012525,0.3289580901325181
