original_taxon,kingdom,phylum,class,order,family,genus,species,clean_species,in_gut_microbiome,in_food_microbiome,source
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__GGB7985|s__GGB7985_SGB99376|t__SGB99376,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,GGB7985,GGB7985 SGB99376,ggb7985_sgb99376,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Aidingimonas|s__Aidingimonas_lacisalsi|t__SGB89032,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Aidingimonas,Aidingimonas lacisalsi,aidingimonas_lacisalsi,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_halmophila|t__SGB89009,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas halmophila,halomonas_halmophila,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_salifodinae|t__SGB339,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus salifodinae,halococcus_salifodinae,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_sp_SH5A2|t__SGB88990,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp SH5A2,halomonas_sp_sh5a2,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_lysinitropha|t__SGB89024,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas lysinitropha,halomonas_lysinitropha,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Thiohalospirales|f__Thiohalospiraceae|g__Thiohalospira|s__Thiohalospira_halophila|t__SGB12022,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiohalospirales,Thiohalospiraceae,Thiohalospira,Thiohalospira halophila,thiohalospira_halophila,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB71372|s__GGB71372_SGB97753|t__SGB97753,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,GGB71372,GGB71372 SGB97753,ggb71372_sgb97753,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter|s__Marinobacter_persicus|t__SGB11917,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter persicus,marinobacter_persicus,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halalkalicoccus|s__Halalkalicoccus_subterraneus|t__SGB33479,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halalkalicoccus,Halalkalicoccus subterraneus,halalkalicoccus_subterraneus,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_saccharolyticum|t__SGB22008,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium saccharolyticum,halanaerobium_saccharolyticum,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Halofilum|s__Halofilum_ochraceum|t__SGB180381,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halofilum,Halofilum ochraceum,halofilum_ochraceum,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB72312|s__GGB72312_SGB99472|t__SGB99472,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,GGB72312,GGB72312 SGB99472,ggb72312_sgb99472,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__GGB71740|s__GGB71740_SGB98701|t__SGB98701,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,GGB71740,GGB71740 SGB98701,ggb71740_sgb98701,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacteriaceae_unclassified|s__Microbacteriaceae_bacterium_PS02070|t__SGB175428,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacteriaceae_unclassified,Microbacteriaceae bacterium PS02070,microbacteriaceae_bacterium_ps02070,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_sputi|t__SGB15780,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sputi,gordonia_sputi,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_SGB99309|t__SGB99309,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas SGB99309,comamonas_sgb99309,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB72318|s__GGB72318_SGB99480|t__SGB99480,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,GGB72318,GGB72318 SGB99480,ggb72318_sgb99480,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_perminowiae|t__SGB31282,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella perminowiae,rahnella_perminowiae,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_branchiarum|t__SGB97785,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiarum,flavobacterium_branchiarum,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Arcanobacterium|s__Arcanobacterium_pluranimalium|t__SGB93058,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium pluranimalium,arcanobacterium_pluranimalium,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_S784_96_1|t__SGB82591,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp S784 96 1,streptococcus_sp_s784_96_1,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium|s__Salinibacterium_SGB93062|t__SGB93062,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,Salinibacterium SGB93062,salinibacterium_sgb93062,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_SGB100008|t__SGB100008,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter SGB100008,psychrobacter_sgb100008,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB72000|s__GGB72000_SGB99056|t__SGB99056,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,GGB72000,GGB72000 SGB99056,ggb72000_sgb99056,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_SGB183030|t__SGB183030,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter SGB183030,erythrobacter_sgb183030,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersinia|s__Yersinia_bercovieri|t__SGB10216,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia bercovieri,yersinia_bercovieri,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Marinococcus|s__Marinococcus_SGB96854|t__SGB96854,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus SGB96854,marinococcus_sgb96854,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Marinococcus|s__Marinococcus_halotolerans|t__SGB29248,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus halotolerans,marinococcus_halotolerans,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Marinococcus|s__Marinococcus_SGB96855|t__SGB96855,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Marinococcus,Marinococcus SGB96855,marinococcus_sgb96855,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Halostagnicola|s__Halostagnicola_sp_A_GB9_2|t__SGB168308,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Halostagnicola,Halostagnicola sp A GB9 2,halostagnicola_sp_a_gb9_2,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Halococcaceae|g__Halococcus|s__Halococcus_thailandensis|t__SGB337,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,Halococcus thailandensis,halococcus_thailandensis,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__GGB71739|s__GGB71739_SGB100323|t__SGB100323,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,GGB71739,GGB71739 SGB100323,ggb71739_sgb100323,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Murinocardiopsis|s__Murinocardiopsis_SGB98891|t__SGB98891,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Nocardiopsidaceae,Murinocardiopsis,Murinocardiopsis SGB98891,murinocardiopsis_sgb98891,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_sp_KRD291|t__SGB111024,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp KRD291,pseudonocardia_sp_krd291,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_terrae|t__SGB12492,Bacteria,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Stenotrophomonas,Stenotrophomonas terrae,stenotrophomonas_terrae,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Cellulomonadaceae|g__Oerskovia|s__Oerskovia_merdavium|t__SGB207742,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Oerskovia,Oerskovia merdavium,oerskovia_merdavium,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_limi|t__SGB10960,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia limi,devosia_limi,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Aquitalea|s__Aquitalea_denitrificans|t__SGB88189,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,Aquitalea denitrificans,aquitalea_denitrificans,False,True,cfmd_food
k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Arcobacteraceae|g__Arcobacter|s__Arcobacter_SGB91225|t__SGB91225,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,Arcobacter SGB91225,arcobacter_sgb91225,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_sp_DL_01|t__SGB22006,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium sp DL 01,halanaerobium_sp_dl_01,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_saccharolyticum|t__SGB30399,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,Halanaerobium saccharolyticum,halanaerobium_saccharolyticum,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Saliphagus|s__Saliphagus_infecundisoli|t__SGB33475,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Saliphagus,Saliphagus infecundisoli,saliphagus_infecundisoli,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_composti|t__SGB32621,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas composti,comamonas_composti,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Nevskiales|f__Algiphilaceae|g__Algiphilus|s__Algiphilus_aromaticivorans|t__SGB32522,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Algiphilaceae,Algiphilus,Algiphilus aromaticivorans,algiphilus_aromaticivorans,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__GGB44600|s__GGB44600_SGB62049|t__SGB62049,Bacteria,Pseudomonadota,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,GGB44600,GGB44600 SGB62049,ggb44600_sgb62049,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Salinicoccus|s__Salinicoccus_sp_YB14_2|t__SGB29722,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus sp YB14 2,salinicoccus_sp_yb14_2,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Vreelandella|s__Vreelandella_nigrificans|t__SGB11829,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Vreelandella,Vreelandella nigrificans,vreelandella_nigrificans,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Gordoniaceae|g__Millisia|s__Millisia_SGB98723|t__SGB98723,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Millisia,Millisia SGB98723,millisia_sgb98723,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_sp_GWS1|t__SGB11203,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Shinella sp GWS1,shinella_sp_gws1,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB71870|s__GGB71870_SGB98875|t__SGB98875,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,GGB71870,GGB71870 SGB98875,ggb71870_sgb98875,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__CFGB22164|o__OFGB22164|f__FGB22164|g__GGB72133|s__GGB72133_SGB99229|t__SGB99229,Bacteria,Pseudomonadota,CFGB22164,OFGB22164,FGB22164,GGB72133,GGB72133 SGB99229,ggb72133_sgb99229,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_amylolyticum|t__SGB33524,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum amylolyticum,halorubrum_amylolyticum,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB10137,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,enterobacter_cloacae,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Berryella|s__Berryella_intestinalis|t__SGB14791,Bacteria,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Berryella,Berryella intestinalis,berryella_intestinalis,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_wallisii|t__SGB10173,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,Pantoea wallisii,pantoea_wallisii,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__CFGB94501|o__OFGB94501|f__FGB94501|g__GGB82042|s__GGB82042_SGB113991|t__SGB113991,Bacteria,Bacteroidota,CFGB94501,OFGB94501,FGB94501,GGB82042,GGB82042 SGB113991,ggb82042_sgb113991,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Thermobrachium|s__Thermobrachium_celere|t__SGB8534,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Thermobrachium,Thermobrachium celere,thermobrachium_celere,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_massiliensis|t__SGB35123,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia massiliensis,nesterenkonia_massiliensis,False,True,cfmd_food
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Alkalihalophilus|s__Alkalihalophilus_pseudofirmus|t__SGB8298,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Alkalihalophilus,Alkalihalophilus pseudofirmus,alkalihalophilus_pseudofirmus,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Nesterenkonia|s__Nesterenkonia_sp_JCM_19054|t__SGB55590,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Nesterenkonia,Nesterenkonia sp JCM 19054,nesterenkonia_sp_jcm_19054,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_palustris|t__SGB9846,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio palustris,vibrio_palustris,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_protophormiae|t__SGB87983,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter protophormiae,glutamicibacter_protophormiae,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermatophilaceae|g__Kineosphaera|s__Kineosphaera_limosa|t__SGB16013,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Kineosphaera,Kineosphaera limosa,kineosphaera_limosa,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Xanthomarina|s__Xanthomarina_sp_F1114|t__SGB195800,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Xanthomarina,Xanthomarina sp F1114,xanthomarina_sp_f1114,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_APC_3426|t__SGB99643,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp APC 3426,psychrobacter_sp_apc_3426,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Paracoccus|s__Paracoccus_jeotgali|t__SGB10714,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus jeotgali,paracoccus_jeotgali,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB71827|s__GGB71827_SGB98825|t__SGB98825,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,GGB71827,GGB71827 SGB98825,ggb71827_sgb98825,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Natrialbaceae|g__Natrinema|s__Natrinema_pallidum|t__SGB322,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema pallidum,natrinema_pallidum,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB71408|s__GGB71408_SGB97797|t__SGB97797,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,GGB71408,GGB71408 SGB97797,ggb71408_sgb97797,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Tsuneonella|s__Tsuneonella_flava|t__SGB31591,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Tsuneonella,Tsuneonella flava,tsuneonella_flava,False,True,cfmd_food
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Intrasporangiaceae|g__Marihabitans|s__Marihabitans_asiaticum|t__SGB87567,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Marihabitans,Marihabitans asiaticum,marihabitans_asiaticum,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__GGB44602|s__GGB44602_SGB62052|t__SGB62052,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,GGB44602,GGB44602 SGB62052,ggb44602_sgb62052,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter|s__Marinobacter_xiaoshiensis|t__SGB92616,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter xiaoshiensis,marinobacter_xiaoshiensis,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_diabolicus|t__SGB9896,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diabolicus,vibrio_diabolicus,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_marinisediminis|t__SGB81626,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio marinisediminis,vibrio_marinisediminis,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Paracoccus|s__Paracoccus_stylophorae|t__SGB181680,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus stylophorae,paracoccus_stylophorae,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Ahrensiaceae|g__Ahrensia|s__Ahrensia_kielensis|t__SGB30499,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae,Ahrensia,Ahrensia kielensis,ahrensia_kielensis,False,True,cfmd_food
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Gelidibacter|s__Gelidibacter_pelagius|t__SGB92136,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter pelagius,gelidibacter_pelagius,False,True,cfmd_food
k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Haloferacaceae|g__Halorubrum|s__Halorubrum_hochstenium|t__SGB270,Archaea,Methanobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum hochstenium,halorubrum_hochstenium,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_rumoiensis|t__SGB30924,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio rumoiensis,vibrio_rumoiensis,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_diazotrophicus|t__SGB9857,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio diazotrophicus,vibrio_diazotrophicus,False,True,cfmd_food
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Oceanisphaera|s__Oceanisphaera_marina|t__SGB81692,Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera,Oceanisphaera marina,oceanisphaera_marina,False,True,cfmd_food
