Model,Mean R2,Std R2,Mean RMSE,Mean MAE
Linear Regression,-1.7951598254195686,3.0167328324670626,0.4613540214864892,0.38706258703285595
Ridge Regression,-1.7858468377873933,3.004572224311078,0.46078463754124543,0.3865075650879177
Random Forest Regressor,-1.0672018737363065,0.8619007190322946,0.4691966247398242,0.38005658388395924
XGBoost Regressor,-1.1467319406710943,1.1569531644442972,0.46145351175195043,0.36220157147793464
